label,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28
0,2.024,0.862,0.08199999999999999,0.6,-0.013000000000000001,2.114,-0.935,1.521,0.0,1.189,-0.35200000000000004,-0.5329999999999999,0.0,1.043,-0.307,1.081,2.548,1.2590000000000001,-1.423,-0.499,0.0,0.902,0.95,0.9940000000000001,0.792,1.015,0.907,0.922
0,1.68,-1.235,0.44,0.278,-1.025,0.782,2.0340000000000003,1.254,0.0,1.182,0.046,-1.022,2.215,0.693,-0.7490000000000001,-0.8059999999999999,0.0,0.507,-1.8430000000000002,1.314,0.0,0.789,0.95,0.99,0.742,0.47200000000000003,0.812,0.72
0,1.56,-0.136,-1.101,1.725,-1.354,2.184,1.4169999999999998,0.287,0.0,0.7829999999999999,1.619,0.812,0.0,2.469,-0.23,-1.6469999999999998,2.548,0.87,0.956,-0.14300000000000002,3.102,1.306,0.8690000000000001,1.0,0.9209999999999999,1.386,1.811,1.6909999999999998
1,1.057,-0.479,0.365,1.194,-0.7959999999999999,0.809,-1.656,0.9490000000000001,0.0,1.078,-0.285,-1.598,2.215,1.568,-0.196,-0.5720000000000001,1.274,0.745,-0.643,1.23,0.0,0.655,0.8190000000000001,1.3459999999999999,1.0490000000000002,1.104,0.8140000000000001,0.7090000000000001
1,0.9490000000000001,0.9540000000000001,0.46,1.0490000000000002,-0.38299999999999995,1.3840000000000001,1.044,1.7109999999999999,0.0,1.1,1.386,0.7809999999999999,2.215,0.963,0.253,-0.655,0.0,0.695,-1.1909999999999998,-0.629,0.0,0.868,0.469,0.987,0.868,0.8270000000000001,0.895,0.789
1,0.547,-0.8809999999999999,0.903,1.4509999999999998,0.39399999999999996,1.216,-0.659,0.597,1.087,1.4340000000000002,-1.754,-1.2409999999999999,0.0,1.5759999999999998,-0.348,-1.162,2.548,0.396,-0.07400000000000001,1.35,0.0,1.185,1.099,0.99,0.759,1.742,1.24,1.176
1,2.122,0.9079999999999999,1.423,0.475,-1.112,0.94,-0.54,-0.428,2.173,0.462,1.1059999999999999,-0.319,0.0,0.72,-0.073,0.698,0.0,0.565,0.37799999999999995,1.003,3.102,0.907,1.011,1.052,0.5589999999999999,0.843,0.9990000000000001,0.845
1,1.506,0.59,0.447,0.9670000000000001,-0.68,0.9620000000000001,0.1,-1.7269999999999999,2.173,0.496,-0.8490000000000001,0.971,0.0,1.2890000000000001,1.641,0.621,0.0,2.345,-0.075,-1.015,3.102,0.932,1.136,1.42,1.278,0.966,1.011,1.043
1,1.296,0.129,1.413,0.5,1.1440000000000001,1.311,-0.94,-0.698,2.173,0.218,-1.719,-0.5820000000000001,0.0,0.48700000000000004,-2.102,0.662,0.0,0.39899999999999997,0.953,1.3419999999999999,3.102,0.47,0.9009999999999999,0.977,0.581,1.208,0.9540000000000001,0.841
1,1.39,0.41200000000000003,-1.286,0.688,-0.066,0.802,0.956,1.022,2.173,1.3359999999999999,0.21600000000000003,-0.688,2.215,1.052,0.008,0.1,0.0,0.978,0.792,-1.5430000000000001,0.0,1.2409999999999999,1.02,1.208,1.06,1.629,0.9420000000000001,0.836
0,0.904,-0.231,-1.618,0.373,-1.435,1.662,-0.37799999999999995,0.532,0.0,2.011,-0.354,-1.137,2.215,0.51,0.136,1.03,0.0,1.07,-0.722,0.087,3.102,0.8440000000000001,0.7170000000000001,0.9940000000000001,0.899,1.229,1.239,1.064
0,0.8590000000000001,-0.31,0.028999999999999998,1.435,-1.124,1.643,-0.524,0.892,0.0,1.3719999999999999,-0.8109999999999999,0.531,1.107,2.826,-1.992,-1.0290000000000001,0.0,1.392,0.405,1.671,0.0,0.8420000000000001,0.7709999999999999,1.325,1.21,0.946,0.856,0.8270000000000001
0,0.8,-0.473,1.62,0.5,-0.271,1.0170000000000001,-0.846,1.077,0.0,1.1179999999999999,1.058,-0.44,0.0,1.147,-1.163,-0.098,2.548,1.3230000000000002,0.6659999999999999,-1.12,0.0,0.9390000000000001,1.025,0.99,0.862,1.088,1.099,0.899
1,0.912,-1.8419999999999999,-1.4580000000000002,0.26899999999999996,0.425,0.914,-1.496,0.53,0.0,0.9470000000000001,-1.245,-0.9990000000000001,2.215,0.713,-0.456,0.22,2.548,0.747,0.36,-1.649,0.0,1.844,1.084,0.995,0.664,0.853,0.894,0.778
1,0.9470000000000001,0.643,0.575,1.133,-0.306,0.529,2.16,-1.05,0.0,0.479,1.2830000000000001,0.19,2.215,0.956,1.329,-1.57,0.0,0.754,0.79,1.335,0.0,1.026,0.7979999999999999,1.023,0.6859999999999999,0.5660000000000001,0.5489999999999999,0.633
1,0.8270000000000001,1.568,-0.28300000000000003,0.336,0.449,0.779,1.3519999999999999,-1.716,0.0,0.938,-0.42700000000000005,-0.034,2.215,0.569,0.32299999999999995,-1.587,2.548,0.456,1.656,0.693,0.0,0.804,0.612,0.998,0.8590000000000001,0.828,0.894,0.787
0,1.547,-0.128,-0.252,0.5529999999999999,1.078,0.878,0.359,0.9620000000000001,2.173,1.484,-0.198,-0.851,2.215,1.1640000000000001,1.171,1.385,0.0,0.37799999999999995,1.479,-1.03,0.0,0.629,0.816,1.194,0.956,1.744,1.058,0.966
1,1.194,-1.422,-0.17,0.934,-0.883,0.608,-2.4,-1.456,0.0,1.254,0.813,1.472,2.215,1.348,-0.748,0.402,1.274,0.628,-1.3559999999999999,-0.6890000000000001,0.0,0.715,1.207,0.986,1.7730000000000001,1.713,1.6119999999999999,1.341
1,0.981,1.375,0.223,0.726,-0.516,0.344,0.021,-1.143,1.087,0.509,-1.405,1.13,2.215,0.596,-0.359,1.314,0.0,0.5870000000000001,-0.27399999999999997,0.452,0.0,0.45799999999999996,0.521,0.983,1.892,0.737,1.2429999999999999,0.982
0,1.0270000000000001,-0.27699999999999997,-0.7140000000000001,0.40399999999999997,0.85,0.8009999999999999,-0.042,1.1420000000000001,2.173,0.733,-1.935,1.518,0.0,2.16,0.8390000000000001,-0.17,1.274,0.614,-0.9570000000000001,-1.03,0.0,0.7559999999999999,1.161,0.988,1.158,1.725,1.524,1.1840000000000002
1,1.057,0.728,1.1520000000000001,0.772,0.08800000000000001,1.6019999999999999,-0.026000000000000002,-1.359,2.173,0.777,-0.032,-0.316,0.0,0.87,2.35,-0.213,0.0,0.71,-0.045,1.047,3.102,1.47,0.99,1.024,1.369,0.9329999999999999,1.088,0.961
1,2.0909999999999997,0.008,0.445,0.727,0.091,1.694,-0.33899999999999997,-1.6640000000000001,2.173,0.805,1.621,-0.42100000000000004,0.0,0.682,0.078,0.9620000000000001,2.548,1.014,-0.17300000000000001,-0.531,0.0,1.2790000000000001,1.047,0.991,1.854,0.9790000000000001,1.255,1.2
1,1.7590000000000001,-0.752,-1.5519999999999998,1.105,-1.515,0.605,-0.845,1.581,2.173,1.5330000000000001,-0.4,0.146,0.0,1.216,-1.361,-0.341,0.0,1.2,-0.315,1.145,3.102,0.809,0.782,0.985,0.619,0.408,0.5870000000000001,0.626
0,0.691,-0.381,0.565,0.8340000000000001,-1.226,0.863,-0.314,1.6480000000000001,1.087,0.863,-1.6769999999999998,-0.01,0.0,0.514,-2.066,0.4,0.0,1.375,-0.613,-0.451,3.102,0.799,1.248,1.051,0.6829999999999999,1.12,0.845,0.7440000000000001
0,0.897,-0.222,1.4509999999999998,0.6559999999999999,-0.303,0.7120000000000001,-0.261,-0.248,0.0,1.16,-0.67,0.91,2.215,0.701,-1.0170000000000001,1.139,2.548,2.426,-0.595,-1.0070000000000001,0.0,1.348,1.1420000000000001,1.062,0.797,0.285,0.95,0.807
1,1.4340000000000002,-1.847,1.445,0.6809999999999999,0.156,0.531,-1.465,0.586,0.0,0.7759999999999999,-0.11699999999999999,-1.068,0.0,0.9590000000000001,-0.15,-0.12300000000000001,2.548,0.381,-0.546,-1.6780000000000002,3.102,1.6869999999999998,0.91,1.256,1.172,0.47,0.741,0.8
0,0.518,0.20199999999999999,1.052,1.631,-1.446,0.41,-0.799,0.956,0.0,0.742,-1.244,0.096,0.0,1.063,-0.703,1.626,0.0,1.331,0.56,-0.138,3.102,0.868,1.06,0.991,0.8029999999999999,0.585,0.691,0.777
1,0.624,0.9390000000000001,-0.48700000000000004,1.463,0.139,1.0270000000000001,0.883,1.537,2.173,0.639,1.261,0.486,0.0,1.135,1.083,-0.96,2.548,0.38299999999999995,0.985,-1.5819999999999999,0.0,0.618,0.7829999999999999,0.982,0.838,1.064,0.9670000000000001,0.768
0,0.655,-0.48,-0.945,1.768,-1.636,0.9620000000000001,1.347,0.031,2.173,0.503,0.586,-0.34299999999999997,0.0,0.8420000000000001,-0.9059999999999999,1.565,0.0,1.5730000000000002,-0.49,0.428,3.102,0.752,0.968,0.982,2.18,1.547,1.609,1.4240000000000002
0,1.202,0.20800000000000002,-0.256,1.442,-1.018,0.6970000000000001,0.066,1.056,0.0,0.8959999999999999,0.73,1.485,0.0,0.682,2.002,-1.5859999999999999,0.0,0.581,-0.782,0.607,3.102,0.861,0.8009999999999999,1.155,0.8109999999999999,0.391,0.584,0.755
0,1.012,-0.7290000000000001,-0.28,1.22,0.38299999999999995,2.443,-0.434,0.1,2.173,4.423,-0.701,-1.5830000000000002,0.0,0.956,0.205,1.7,2.548,0.643,0.275,0.596,0.0,2.363,1.4509999999999998,0.986,0.975,1.994,2.15,1.729
1,0.6940000000000001,0.871,-0.528,1.7409999999999999,-0.581,0.752,-0.304,0.9329999999999999,2.173,0.591,1.207,0.624,1.107,1.455,-1.24,-1.456,0.0,0.539,0.603,1.101,0.0,1.4140000000000001,1.18,0.978,0.894,0.8809999999999999,1.219,1.5019999999999998
0,1.3530000000000002,-1.235,-1.17,1.069,1.729,0.85,0.542,0.364,0.0,0.235,-1.177,0.04,2.215,0.504,-0.188,-0.098,0.0,0.662,0.889,-1.585,3.102,0.659,0.7509999999999999,0.99,0.645,0.613,0.6409999999999999,0.816
1,0.9620000000000001,-0.703,0.609,1.0070000000000001,1.614,0.8759999999999999,-0.9620000000000001,-1.544,2.173,0.85,-1.95,-0.233,0.0,0.955,-0.06,-0.797,2.548,1.1320000000000001,0.611,0.609,0.0,2.512,1.591,1.074,0.853,0.889,1.1740000000000002,1.0
0,1.84,0.612,-0.43799999999999994,2.64,-0.071,1.415,1.742,-1.6380000000000001,0.0,0.77,-0.474,0.10400000000000001,1.107,1.455,0.9129999999999999,0.779,0.0,2.16,0.304,-1.72,3.102,0.941,1.41,0.995,0.9570000000000001,1.2690000000000001,1.49,1.571
1,0.479,0.6679999999999999,-1.534,1.117,0.4,1.1059999999999999,-0.07200000000000001,1.6840000000000002,0.0,1.0190000000000001,-0.545,-0.01,2.215,1.41,-0.8,-0.955,2.548,1.093,0.042,1.014,0.0,0.9620000000000001,1.237,0.9990000000000001,0.899,0.9790000000000001,1.016,0.9420000000000001
1,0.385,1.364,0.6409999999999999,1.3330000000000002,-0.802,1.307,1.073,1.415,0.0,1.215,0.802,0.081,2.215,1.485,0.6609999999999999,-0.794,2.548,0.667,-1.656,0.18,0.0,0.81,1.268,0.988,0.9420000000000001,1.015,1.025,0.9329999999999999
1,1.5190000000000001,0.44799999999999995,1.207,0.539,0.561,0.767,-0.684,-0.7290000000000001,2.173,0.757,0.867,-1.093,0.0,1.5119999999999998,1.207,1.4669999999999999,0.0,1.475,0.324,0.13699999999999998,3.102,0.937,0.938,0.9940000000000001,0.795,1.016,0.97,0.848
1,0.5710000000000001,-1.6840000000000002,-0.218,1.7280000000000002,1.013,0.446,-0.528,0.429,0.0,0.6,-0.621,1.2990000000000002,0.0,1.734,1.256,-0.866,0.0,1.585,0.41100000000000003,-0.738,3.102,0.848,1.1340000000000001,1.2329999999999999,0.868,0.821,1.079,0.89
0,2.93,-0.5329999999999999,0.818,1.5490000000000002,0.762,1.6780000000000002,0.389,-0.805,0.0,1.13,-0.42200000000000004,-1.052,1.107,1.83,0.055,0.316,2.548,1.906,0.318,-1.308,0.0,0.9520000000000001,0.885,0.992,1.127,1.4909999999999999,1.255,1.2009999999999998
0,1.885,-0.389,0.009000000000000001,0.22,-0.8240000000000001,1.082,0.35,-0.585,1.087,2.181,0.8440000000000001,1.524,0.0,1.321,0.612,-1.609,0.0,0.98,0.078,0.804,3.102,0.879,0.99,0.997,0.6779999999999999,1.045,0.733,0.748
1,2.1719999999999997,0.43799999999999994,-0.966,0.9440000000000001,-0.172,2.9389999999999996,0.9420000000000001,1.304,0.0,1.46,0.414,-0.48,2.215,2.575,0.5820000000000001,0.040999999999999995,2.548,0.601,-0.265,1.6580000000000001,0.0,1.516,2.416,1.3030000000000002,1.218,0.9570000000000001,1.8359999999999999,1.594
1,0.672,0.598,0.115,0.943,1.079,0.688,-0.581,-0.907,2.173,1.092,-0.843,-0.025,1.107,1.0759999999999998,-0.9229999999999999,1.321,0.0,1.178,0.5710000000000001,0.9329999999999999,0.0,1.0070000000000001,0.983,0.99,0.888,0.9279999999999999,0.807,0.7509999999999999
1,2.051,0.531,-0.8959999999999999,0.185,-0.644,0.8079999999999999,-0.21899999999999997,0.9179999999999999,2.173,0.938,2.256,-0.07200000000000001,0.0,0.932,0.565,0.568,0.0,1.568,0.523,1.4809999999999999,3.102,1.328,0.973,0.986,1.224,0.777,0.91,0.8340000000000001
1,0.61,-1.119,0.534,0.9259999999999999,-0.917,0.595,-0.46,-0.039,0.0,0.773,-1.045,1.6469999999999998,0.0,1.117,-1.3630000000000002,-0.40299999999999997,2.548,1.088,1.732,1.6469999999999998,0.0,0.833,0.8370000000000001,1.005,0.624,0.784,0.8059999999999999,0.7240000000000001
1,0.581,1.722,0.7390000000000001,1.17,1.3530000000000002,0.7340000000000001,1.635,1.179,0.0,0.91,0.9229999999999999,-0.32899999999999996,2.215,1.102,0.753,-0.8290000000000001,2.548,0.9109999999999999,0.882,-1.575,0.0,0.972,0.7759999999999999,0.98,0.903,0.46799999999999997,0.747,0.662
0,0.634,0.622,-0.29,1.591,-0.8270000000000001,0.6709999999999999,-0.311,-0.235,2.173,0.42,2.155,1.0659999999999998,0.0,0.8370000000000001,0.21,0.847,0.0,1.87,-0.846,0.888,0.0,0.919,0.89,0.9940000000000001,0.65,0.631,0.7390000000000001,0.773
1,0.34299999999999997,-1.06,0.319,1.061,1.425,1.49,0.29600000000000004,-0.142,0.0,1.381,0.285,1.1740000000000002,2.215,1.227,0.055999999999999994,-0.8270000000000001,2.548,1.213,-2.235,-1.618,0.0,4.769,2.75,0.986,1.814,1.3559999999999999,1.9709999999999999,1.81
1,1.317,0.6659999999999999,1.713,0.11199999999999999,-1.1,0.585,0.129,0.369,0.0,0.922,-0.322,-0.521,2.215,0.643,1.2309999999999999,-1.3130000000000002,0.0,0.376,-0.843,0.047,3.102,1.315,1.088,0.995,0.636,0.319,0.655,0.6779999999999999
1,1.1840000000000002,0.012,1.149,1.011,-0.052000000000000005,0.701,-0.466,0.8740000000000001,0.0,1.035,-0.754,-1.443,2.215,1.1540000000000001,-1.3940000000000001,-0.804,2.548,0.602,-0.573,-0.183,0.0,0.8170000000000001,0.986,1.338,1.23,0.7759999999999999,0.9520000000000001,0.838
0,0.418,-0.272,-1.486,1.111,0.6659999999999999,0.47,-0.045,-0.039,0.0,0.6709999999999999,0.506,-1.7309999999999999,2.215,0.7809999999999999,0.40299999999999997,-0.51,2.548,0.5770000000000001,-1.111,1.6219999999999999,0.0,0.965,0.8759999999999999,0.9890000000000001,0.855,0.6859999999999999,0.722,0.655
1,0.825,0.305,-0.935,1.268,-0.17600000000000002,0.9179999999999999,-0.708,1.433,1.087,0.401,-1.018,-0.8190000000000001,0.0,0.58,1.124,1.479,0.0,1.051,0.107,0.607,3.102,0.7709999999999999,1.1340000000000001,0.991,0.75,0.838,0.958,0.809
1,0.424,1.21,0.17300000000000001,1.2670000000000001,-1.6540000000000001,0.956,-0.9359999999999999,0.158,2.173,1.005,-0.6940000000000001,-0.903,2.215,0.889,-0.764,1.483,0.0,0.981,0.095,0.94,0.0,0.703,0.968,1.013,1.692,1.19,1.285,1.065
1,0.812,0.44,0.75,0.8740000000000001,-1.27,1.054,-1.921,0.081,0.0,1.339,-0.841,-1.56,1.107,0.7240000000000001,-0.1,-1.35,0.0,0.9259999999999999,-0.247,0.084,1.551,0.9309999999999999,0.943,1.131,1.082,1.042,1.0590000000000002,1.155
1,2.141,-1.2309999999999999,-1.2890000000000001,0.9670000000000001,0.8909999999999999,0.556,-1.6230000000000002,0.161,0.0,0.879,-1.023,0.764,1.107,1.004,-0.364,0.131,2.548,1.275,-1.546,1.6159999999999999,0.0,0.628,0.892,1.84,1.183,0.633,0.927,0.778
0,0.8220000000000001,-0.076,-1.314,1.8130000000000002,-1.063,0.93,0.7709999999999999,0.77,0.0,1.1059999999999999,1.2919999999999998,0.5870000000000001,0.0,0.604,0.066,0.37799999999999995,2.548,0.92,1.916,-0.792,0.0,0.698,0.657,0.9840000000000001,0.873,0.456,0.59,0.8490000000000001
1,1.4909999999999999,-1.054,-0.51,0.413,-1.371,2.83,1.459,0.21100000000000002,0.0,2.099,-0.418,0.887,0.0,4.63,-0.136,-1.329,2.548,2.131,-1.218,-1.252,0.0,0.741,2.407,0.9940000000000001,1.6440000000000001,1.345,2.7910000000000004,2.593
0,1.158,0.7659999999999999,0.727,4.707,0.447,3.4210000000000003,-0.59,-1.3869999999999998,0.0,1.1179999999999999,0.581,0.126,2.215,0.545,2.616,-0.46,0.0,0.845,-1.238,-1.073,3.102,6.985,3.83,0.975,0.742,1.337,2.501,2.489
1,0.988,0.732,-1.311,0.84,-0.12,0.802,1.058,-0.919,0.0,1.325,0.9840000000000001,1.08,2.215,0.618,2.14,-0.518,0.0,0.7609999999999999,-0.435,0.282,3.102,0.977,1.162,1.109,1.034,0.971,1.013,0.866
0,0.402,0.619,-1.27,1.127,-0.503,1.307,-0.15,1.047,0.0,1.55,0.124,-1.158,1.107,1.006,0.331,0.8,2.548,2.3,0.05,-0.124,0.0,1.5330000000000001,1.069,0.988,0.836,1.3119999999999998,0.958,0.8590000000000001
0,0.622,-1.138,0.5329999999999999,0.10300000000000001,-0.11900000000000001,0.747,-0.373,1.595,0.0,0.7490000000000001,0.9159999999999999,0.9359999999999999,2.215,0.877,1.318,-0.602,0.0,1.048,-0.654,-1.112,0.0,0.915,0.9590000000000001,0.983,0.76,0.705,0.802,0.7090000000000001
0,0.44799999999999995,0.139,-0.8029999999999999,2.074,-1.706,2.206,0.16,0.179,1.087,1.598,-1.102,1.473,2.215,1.999,2.394,-0.685,0.0,2.166,1.355,-1.004,0.0,0.81,1.162,0.99,1.902,3.1830000000000003,1.725,1.331
0,0.774,1.6130000000000002,-1.3419999999999999,0.556,1.3630000000000002,1.102,0.02,-0.461,2.173,2.044,0.28600000000000003,1.692,2.215,1.6440000000000001,-0.129,0.11199999999999999,0.0,0.762,-0.557,0.951,0.0,0.909,1.015,0.977,0.8490000000000001,2.082,1.255,1.082
1,1.618,0.054000000000000006,-1.4269999999999998,0.413,-0.858,0.621,-1.896,0.151,0.0,0.441,-0.133,1.6569999999999998,0.0,0.8340000000000001,0.237,0.975,1.274,0.622,-1.2690000000000001,0.541,0.0,0.7709999999999999,0.629,0.99,0.622,0.614,0.585,0.599
1,0.598,-2.307,1.234,0.302,-0.511,0.632,-0.15,0.204,1.087,0.626,-0.5710000000000001,1.14,0.0,0.696,0.807,-1.224,2.548,0.547,-1.632,-1.61,0.0,0.735,0.9470000000000001,0.99,0.894,0.9109999999999999,0.841,0.742
1,0.674,1.085,1.262,0.264,1.034,0.778,0.596,-0.377,2.173,1.5330000000000001,1.063,1.03,0.0,1.28,0.6579999999999999,1.462,0.0,1.278,1.304,-1.298,0.0,0.909,1.486,0.978,0.8640000000000001,0.9570000000000001,1.244,0.995
0,0.711,0.376,-1.2919999999999998,0.325,0.08199999999999999,1.291,0.5,1.69,2.173,0.937,0.358,-0.451,2.215,0.767,1.798,0.28300000000000003,0.0,1.271,0.41600000000000004,0.301,0.0,0.879,0.92,0.991,0.934,1.518,1.069,0.877
1,0.871,0.973,-1.083,0.349,1.286,0.987,0.9670000000000001,1.4180000000000001,2.173,0.5770000000000001,-0.401,-0.16699999999999998,0.0,0.971,-0.312,-0.49700000000000005,0.0,1.3130000000000002,-0.45399999999999996,0.439,3.102,0.33899999999999997,0.5670000000000001,0.995,0.847,1.3730000000000002,0.97,0.828
1,0.7340000000000001,-0.537,0.833,0.257,-0.129,0.625,-0.77,-1.167,0.0,0.501,-1.973,-0.716,0.0,0.73,1.016,0.698,2.548,0.617,-0.9440000000000001,1.3940000000000001,3.102,0.922,0.682,0.993,1.109,0.768,0.895,0.813
1,0.851,-0.04,0.135,0.33,-0.9159999999999999,0.627,1.824,-1.496,0.0,0.998,0.9229999999999999,0.387,1.107,0.483,-0.102,-1.165,2.548,0.787,0.6579999999999999,-1.445,0.0,0.593,1.0979999999999999,0.985,0.586,0.835,0.738,0.8859999999999999
0,1.0590000000000002,-0.943,-1.225,1.735,1.167,1.6969999999999998,-0.192,-0.42100000000000004,2.173,0.7070000000000001,-1.367,0.41,0.0,1.906,-0.023,1.42,2.548,0.449,-0.205,-1.381,0.0,0.861,1.075,1.565,1.8219999999999998,2.24,1.4480000000000002,1.1540000000000001
1,0.377,-0.365,-1.472,1.242,-0.6809999999999999,0.635,1.217,-1.527,1.087,0.8590000000000001,1.554,1.012,2.215,1.287,-0.17300000000000001,0.175,0.0,0.664,1.655,0.41,0.0,0.742,1.097,0.9840000000000001,2.19,0.843,1.649,1.2790000000000001
1,0.32799999999999996,-1.9480000000000002,-0.733,1.7069999999999999,-1.225,0.773,2.657,1.732,0.0,0.746,0.632,0.215,2.215,2.115,-0.687,0.631,2.548,0.504,-2.227,0.716,0.0,6.9510000000000005,3.7430000000000003,0.992,1.321,1.129,2.677,2.224
0,0.642,0.76,1.2890000000000001,0.632,-1.4580000000000002,0.789,0.723,0.311,1.087,0.7040000000000001,-0.792,-0.759,2.215,1.045,-0.281,1.483,0.0,0.525,0.4,-0.34299999999999997,0.0,0.879,0.963,0.9890000000000001,1.379,1.297,1.078,0.9179999999999999
0,1.24,-1.275,0.946,0.34,1.308,0.345,-0.769,-1.089,1.087,0.687,0.217,-0.276,2.215,0.29600000000000004,2.258,-0.9690000000000001,0.0,0.48200000000000004,-1.238,-1.3090000000000002,0.0,1.492,0.9990000000000001,0.973,0.7240000000000001,0.607,0.691,0.79
1,0.875,-0.36,0.872,0.8190000000000001,-1.389,0.631,-0.7290000000000001,0.355,0.0,0.9590000000000001,-0.188,-0.184,0.0,1.445,0.366,1.554,2.548,0.927,0.938,-0.716,3.102,0.895,1.02,1.048,0.738,0.852,0.9329999999999999,0.821
0,0.755,-0.25,-0.273,3.5839999999999996,-0.737,1.2570000000000001,0.128,1.271,2.173,0.616,0.664,0.69,0.0,1.725,-0.605,0.992,0.0,0.638,0.596,-1.2329999999999999,0.0,0.8240000000000001,0.93,0.988,0.856,0.875,1.2309999999999999,0.977
1,0.529,1.162,-1.186,0.281,-0.927,1.01,0.7240000000000001,1.58,0.0,1.3130000000000002,0.33899999999999997,0.34,1.107,0.956,0.019,-0.223,0.0,0.573,-0.528,-0.8640000000000001,3.102,1.876,1.135,0.991,0.948,0.8,0.925,0.802
1,0.777,-2.102,-0.247,0.774,0.624,1.268,0.13,-1.248,2.173,0.667,-0.77,1.198,2.215,0.387,-1.49,-0.494,0.0,0.831,0.035,0.36200000000000004,0.0,0.7979999999999999,0.975,0.985,0.762,1.268,1.127,0.883
1,0.594,-0.188,1.651,0.42,0.147,0.965,0.249,0.7909999999999999,0.0,0.466,-0.11599999999999999,0.054000000000000006,0.0,1.5319999999999998,0.93,-1.227,1.274,0.515,-0.511,-1.2209999999999999,0.0,0.9179999999999999,0.872,0.983,1.27,0.532,0.866,0.872
0,0.91,-0.39799999999999996,1.689,0.375,-1.181,1.002,-0.126,-0.23600000000000002,0.0,1.247,-1.085,1.338,1.107,0.7090000000000001,-0.907,0.049,0.0,0.612,-0.5720000000000001,-1.59,1.551,0.7809999999999999,0.775,0.992,1.044,0.41700000000000004,0.89,0.8540000000000001
0,0.946,-0.272,-1.557,0.23800000000000002,0.026000000000000002,1.4509999999999998,0.505,0.7559999999999999,0.0,1.405,0.488,-1.012,2.215,1.483,1.364,-0.255,2.548,0.5379999999999999,2.417,1.605,0.0,0.8170000000000001,0.883,0.982,0.7509999999999999,1.253,0.8540000000000001,0.797
1,0.88,-0.1,-0.73,0.7040000000000001,-0.077,0.9420000000000001,1.062,0.73,2.173,0.7659999999999999,-0.228,-1.39,1.107,0.6990000000000001,-1.526,-0.8540000000000001,0.0,0.581,-0.8959999999999999,1.111,0.0,0.722,0.718,0.997,1.49,1.4680000000000002,1.1159999999999999,0.996
1,0.871,-0.7140000000000001,-1.0390000000000001,0.5660000000000001,0.45,1.114,-0.992,0.611,1.087,1.405,-1.29,-1.3519999999999999,2.215,1.114,0.193,0.6509999999999999,0.0,1.405,0.8740000000000001,-1.3659999999999999,0.0,0.818,0.934,0.988,0.8059999999999999,1.829,1.127,0.915
0,1.237,0.613,-0.408,1.27,0.156,0.8959999999999999,-1.0759999999999998,1.54,0.0,1.052,1.226,0.319,2.215,0.863,-1.972,1.611,0.0,1.462,-0.302,-1.517,3.102,0.902,0.9059999999999999,0.987,0.856,1.506,1.605,1.4380000000000002
1,2.128,-0.042,1.686,1.284,-1.273,1.151,0.414,0.191,2.173,0.632,-0.423,0.848,2.215,0.745,0.614,-0.711,0.0,0.473,0.035,0.494,0.0,0.616,0.695,1.0490000000000002,0.932,0.8909999999999999,1.12,0.8809999999999999
1,0.8290000000000001,-0.657,-1.27,1.127,0.825,3.386,1.4409999999999998,1.4080000000000001,0.0,3.409,-0.309,-0.254,1.107,2.3890000000000002,0.287,-0.205,0.0,0.93,0.637,-0.364,3.102,2.023,1.193,1.272,1.5730000000000002,0.927,1.073,1.057
0,0.975,0.825,1.6869999999999998,0.34299999999999997,-0.682,0.375,-0.872,-1.065,2.173,0.5489999999999999,-0.938,0.11699999999999999,2.215,0.264,0.759,0.248,0.0,0.8190000000000001,-1.047,0.8170000000000001,0.0,0.688,0.6509999999999999,0.983,1.165,0.585,0.894,0.775
0,0.604,-0.512,0.195,0.317,-0.767,0.6,-1.102,-1.565,2.173,0.395,-2.85,0.159,0.0,1.3090000000000002,-0.557,1.172,2.548,0.508,-0.917,-1.095,0.0,0.809,1.05,0.9890000000000001,0.772,0.7440000000000001,0.7440000000000001,0.682
1,2.344,-1.597,-0.415,0.899,0.07400000000000001,0.34700000000000003,-1.683,0.8859999999999999,0.0,0.593,-0.451,0.596,1.107,1.2329999999999999,-1.702,-1.705,0.0,1.511,0.10099999999999999,1.4909999999999999,3.102,0.8959999999999999,1.073,0.993,0.9470000000000001,0.667,1.0390000000000001,0.9440000000000001
1,1.185,0.016,1.614,0.672,-1.226,0.667,-0.12300000000000001,-1.633,2.173,1.695,-1.275,0.14300000000000002,0.0,1.3519999999999999,-0.693,-0.336,0.0,1.409,1.022,1.104,3.102,0.737,0.9279999999999999,0.995,1.042,0.9840000000000001,0.935,0.825
1,0.693,-0.672,0.285,0.213,0.17800000000000002,0.653,-0.153,0.035,2.173,0.792,-0.32799999999999996,-1.4980000000000002,0.0,1.493,0.6559999999999999,-1.492,0.0,0.8809999999999999,0.42,-0.276,0.0,0.924,0.726,0.981,0.609,0.578,0.7759999999999999,0.7140000000000001
